INDUSTRY,YEAR,SATIS,CONFIRM,IDEAL,OVERALLX,CUSTOMX,WRONGX,OVERALLQ,CUSTOMQ,WRONGQ,PQ,QP,COMP,HANDLE,REPUR,HIGHPTOL,LOWPTOL,AGE,EDUCAT,HISPANIC,RACE_1,RACE_2,RACE_3,RACE_4,RACE_5,INCOME,GENDER,ZIPCODE
3003,2015,6,6,5,7.0,7.0,5.0,7.0,7.0,5.0,8.0,8.0,0.0,,98.0,,,20,3.0,0.0,1.0,,,,,1.0,2.0,7950.0
3003,2015,5,5,5,8.0,8.0,2.0,8.0,2.0,9.0,1.0,1.0,0.0,,98.0,,,56,5.0,0.0,1.0,,,,,7.0,1.0,13021.0
3003,2015,10,9,9,9.0,10.0,1.0,10.0,9.0,9.0,10.0,10.0,1.0,9.0,10.0,20.0,,28,5.0,0.0,1.0,,,,,5.0,1.0,95110.0
3003,2015,10,4,5,7.0,9.0,10.0,4.0,9.0,10.0,8.0,9.0,1.0,10.0,4.0,,2.0,24,4.0,0.0,1.0,,,,,4.0,1.0,90059.0
3003,2015,10,9,10,9.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,0.0,,10.0,26.0,,54,2.0,0.0,2.0,,,,,3.0,1.0,33463.0
3003,2015,10,10,8,10.0,9.0,8.0,9.0,10.0,8.0,9.0,9.0,0.0,,9.0,15.0,,36,3.0,1.0,6.0,,,,,5.0,1.0,2356.0
3003,2015,9,8,8,7.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,0.0,,98.0,,,66,3.0,0.0,4.0,,,,,3.0,2.0,98115.0
3003,2015,9,10,8,9.0,10.0,2.0,9.0,10.0,9.0,8.0,10.0,0.0,,9.0,25.0,,27,5.0,0.0,1.0,,,,,6.0,1.0,10001.0
3003,2015,5,3,5,6.0,4.0,9.0,4.0,4.0,2.0,7.0,8.0,0.0,,4.0,,26.0,21,3.0,1.0,98.0,,,,,5.0,2.0,10035.0
3003,2015,8,9,9,10.0,9.0,8.0,9.0,10.0,9.0,9.0,9.0,0.0,,9.0,26.0,,21,4.0,0.0,1.0,,,,,5.0,2.0,21061.0
3003,2015,10,10,10,9.0,9.0,8.0,10.0,8.0,9.0,9.0,10.0,0.0,,10.0,26.0,,30,4.0,1.0,1.0,,,,,4.0,2.0,45662.0
3003,2015,9,10,10,7.0,8.0,6.0,10.0,9.0,9.0,10.0,10.0,0.0,,10.0,5.0,,24,3.0,0.0,2.0,4.0,,,,1.0,2.0,98031.0
3003,2015,9,2,8,9.0,9.0,2.0,9.0,9.0,10.0,8.0,9.0,0.0,,10.0,10.0,,81,3.0,0.0,1.0,,,,,3.0,1.0,98368.0
3003,2015,9,8,9,10.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,0.0,,10.0,15.0,,24,3.0,0.0,1.0,,,,,5.0,1.0,43338.0
3003,2015,9,9,8,10.0,9.0,10.0,8.0,6.0,7.0,10.0,10.0,1.0,10.0,10.0,26.0,,33,4.0,0.0,1.0,,,,,7.0,1.0,33161.0
3003,2015,7,9,9,10.0,2.0,1.0,10.0,3.0,3.0,8.0,9.0,0.0,,10.0,23.0,,27,5.0,1.0,2.0,,,,,7.0,2.0,18334.0
3003,2015,10,9,9,10.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,1.0,10.0,10.0,24.0,,24,2.0,0.0,2.0,,,,,4.0,1.0,80918.0
3003,2015,10,10,10,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,10.0,,22,3.0,0.0,1.0,,,,,3.0,2.0,48451.0
3003,2015,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,26.0,,25,5.0,0.0,1.0,,,,,7.0,1.0,90025.0
3003,2015,10,9,8,9.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,0.0,,9.0,10.0,,74,2.0,0.0,1.0,,,,,4.0,1.0,28409.0
3003,2015,10,9,9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,9.0,98.0,,68,5.0,0.0,1.0,,,,,6.0,1.0,34476.0
3003,2015,10,6,8,10.0,9.0,5.0,9.0,9.0,10.0,9.0,9.0,0.0,,9.0,10.0,,57,3.0,0.0,1.0,,,,,6.0,1.0,43314.0
3003,2015,10,6,7,9.0,9.0,9.0,9.0,9.0,10.0,7.0,9.0,0.0,,9.0,20.0,,48,5.0,0.0,1.0,,,,,7.0,1.0,97213.0
3003,2015,6,5,3,9.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,0.0,,8.0,25.0,,32,4.0,0.0,2.0,,,,,4.0,2.0,33025.0
3003,2015,10,9,9,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,,10.0,8.0,,67,3.0,0.0,1.0,,,,,4.0,1.0,13431.0
3003,2015,10,8,7,9.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,0.0,,8.0,10.0,,27,2.0,0.0,1.0,,,,,5.0,2.0,8857.0
3003,2015,9,8,7,8.0,9.0,5.0,9.0,9.0,3.0,9.0,9.0,0.0,,8.0,10.0,,49,2.0,0.0,1.0,,,,,3.0,1.0,10306.0
3003,2015,10,9,10,10.0,10.0,2.0,9.0,9.0,10.0,9.0,10.0,0.0,,10.0,4.0,,39,4.0,1.0,1.0,,,,,5.0,2.0,20877.0
3003,2015,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,101.0,,68,5.0,0.0,1.0,,,,,7.0,1.0,31410.0
3003,2015,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,26.0,,39,98.0,98.0,1.0,,,,,2.0,2.0,70112.0
3003,2015,10,9,10,10.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,0.0,,10.0,5.0,,44,4.0,0.0,1.0,,,,,5.0,2.0,55124.0
3003,2015,8,7,8,10.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,0.0,,10.0,98.0,,56,3.0,0.0,2.0,,,,,7.0,1.0,61604.0
3003,2015,10,10,10,9.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,,10.0,98.0,,61,3.0,0.0,1.0,,,,,2.0,1.0,33844.0
3003,2015,9,10,10,10.0,9.0,5.0,10.0,10.0,6.0,10.0,8.0,0.0,,10.0,101.0,,19,3.0,0.0,4.0,,,,,4.0,2.0,62702.0
3003,2015,8,7,8,8.0,9.0,9.0,8.0,9.0,10.0,7.0,7.0,0.0,,8.0,1.0,,43,4.0,0.0,1.0,,,,,4.0,2.0,58501.0
3003,2015,10,10,10,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,26.0,,57,4.0,0.0,4.0,,,,,6.0,1.0,95843.0
3003,2015,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,10.0,,19,2.0,1.0,1.0,,,,,1.0,1.0,10003.0
3003,2015,9,10,8,9.0,9.0,5.0,8.0,10.0,10.0,6.0,6.0,0.0,,10.0,10.0,,55,3.0,0.0,1.0,,,,,5.0,1.0,85715.0
3003,2015,8,5,9,10.0,10.0,10.0,10.0,7.0,4.0,10.0,10.0,0.0,,10.0,26.0,,71,3.0,0.0,1.0,,,,,7.0,2.0,95120.0
3003,2015,10,10,7,7.0,10.0,10.0,8.0,10.0,7.0,10.0,10.0,0.0,,10.0,26.0,,47,5.0,0.0,1.0,,,,,7.0,1.0,32701.0
3003,2015,9,9,9,10.0,9.0,9.0,10.0,10.0,10.0,7.0,8.0,0.0,,10.0,26.0,,42,4.0,0.0,1.0,,,,,7.0,1.0,81007.0
3003,2015,10,10,10,10.0,10.0,4.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,26.0,,36,5.0,0.0,1.0,,,,,5.0,2.0,32669.0
3003,2015,5,2,1,6.0,6.0,4.0,6.0,6.0,4.0,2.0,2.0,0.0,,5.0,,26.0,62,4.0,0.0,1.0,,,,,7.0,1.0,80015.0
3003,2015,10,6,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,1.0,,54,3.0,0.0,1.0,,,,,5.0,1.0,50323.0
3003,2015,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,25.0,,42,2.0,0.0,1.0,,,,,1.0,2.0,34608.0
3003,2015,10,10,10,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,5.0,,59,3.0,0.0,1.0,,,,,4.0,2.0,37825.0
3003,2015,10,10,10,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,101.0,,60,4.0,0.0,1.0,,,,,7.0,1.0,11209.0
3003,2015,10,10,10,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,0.0,,8.0,98.0,,42,4.0,0.0,1.0,,,,,5.0,1.0,90277.0
3003,2015,9,7,5,4.0,8.0,6.0,7.0,9.0,9.0,9.0,8.0,0.0,,7.0,10.0,,26,4.0,0.0,1.0,,,,,5.0,2.0,33134.0
3003,2015,10,9,9,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,10.0,98.0,,68,4.0,0.0,1.0,,,,,5.0,2.0,80234.0
3003,2015,9,9,9,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,0.0,,10.0,98.0,,48,3.0,1.0,1.0,,,,,4.0,1.0,97420.0
3003,2015,8,8,8,9.0,9.0,3.0,9.0,10.0,9.0,5.0,7.0,0.0,,10.0,5.0,,44,3.0,0.0,1.0,,,,,6.0,2.0,48026.0
3003,2015,10,8,9,8.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,0.0,,10.0,5.0,,68,4.0,0.0,1.0,,,,,5.0,2.0,44805.0
3003,2015,10,10,10,10.0,10.0,9.0,10.0,10.0,10.0,8.0,10.0,0.0,,10.0,101.0,,57,1.0,0.0,1.0,,,,,1.0,2.0,99712.0
3003,2015,9,8,9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,0.0,,10.0,20.0,,21,2.0,0.0,1.0,,,,,7.0,1.0,90503.0
3003,2015,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,20.0,,21,2.0,0.0,1.0,,,,,7.0,1.0,90503.0
3003,2015,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,101.0,,41,4.0,1.0,1.0,,,,,5.0,1.0,7644.0
3003,2015,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,20.0,,21,2.0,0.0,1.0,,,,,7.0,1.0,90503.0
3003,2015,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,98.0,,18,3.0,0.0,1.0,,,,,5.0,1.0,32738.0
3003,2015,10,10,10,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,25.0,,49,5.0,0.0,1.0,,,,,7.0,1.0,33141.0
3003,2015,10,9,10,9.0,9.0,10.0,9.0,9.0,10.0,10.0,10.0,0.0,,10.0,20.0,,52,2.0,0.0,1.0,,,,,3.0,2.0,18504.0
3003,2015,10,10,10,10.0,10.0,1.0,10.0,10.0,1.0,10.0,1.0,1.0,10.0,10.0,25.0,,28,1.0,0.0,1.0,,,,,2.0,1.0,25661.0
3003,2015,10,10,10,9.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,1.0,10.0,10.0,101.0,,36,4.0,1.0,1.0,,,,,7.0,2.0,2886.0
3003,2015,5,6,5,5.0,5.0,7.0,6.0,6.0,8.0,4.0,5.0,0.0,,98.0,,,71,3.0,0.0,1.0,,,,,4.0,2.0,46038.0
3003,2015,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,0.0,,10.0,98.0,,72,4.0,0.0,1.0,,,,,2.0,2.0,41031.0
3003,2015,8,8,9,7.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,98.0,,6.0,101.0,,33,3.0,1.0,2.0,,,,,6.0,1.0,49994.0
3003,2015,9,8,9,9.0,9.0,2.0,9.0,9.0,8.0,8.0,8.0,0.0,,9.0,98.0,,21,5.0,98.0,98.0,,,,,4.0,2.0,44119.0
3003,2015,10,10,10,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,99.0,,10.0,99.0,,31,4.0,99.0,99.0,,,,,99.0,99.0,
3003,2015,7,8,7,9.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,1.0,7.0,8.0,98.0,,32,3.0,1.0,5.0,,,,,6.0,1.0,
3003,2015,7,7,5,4.0,7.0,7.0,7.0,7.0,5.0,8.0,7.0,0.0,,8.0,10.0,,18,2.0,0.0,1.0,,,,,7.0,1.0,10950.0
3003,2015,7,5,5,10.0,10.0,10.0,7.0,8.0,8.0,4.0,4.0,0.0,,5.0,,26.0,25,3.0,0.0,1.0,,,,,1.0,2.0,1930.0
3003,2015,5,4,4,7.0,5.0,7.0,6.0,5.0,7.0,5.0,5.0,0.0,,6.0,98.0,,37,4.0,0.0,4.0,,,,,4.0,1.0,94015.0
3003,2015,8,8,7,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,0.0,,8.0,5.0,,57,3.0,0.0,1.0,,,,,4.0,2.0,10805.0
3003,2015,7,6,7,8.0,6.0,6.0,7.0,8.0,8.0,7.0,7.0,0.0,,7.0,10.0,,31,2.0,0.0,1.0,,,,,4.0,2.0,57252.0
3003,2015,7,7,6,98.0,98.0,7.0,8.0,8.0,8.0,7.0,7.0,0.0,,8.0,98.0,,22,2.0,0.0,1.0,,,,,1.0,2.0,13440.0
3003,2015,10,9,9,9.0,9.0,5.0,9.0,9.0,10.0,9.0,9.0,0.0,,10.0,26.0,,18,2.0,0.0,4.0,,,,,1.0,2.0,7201.0
3003,2015,6,5,5,6.0,5.0,8.0,7.0,6.0,5.0,4.0,5.0,0.0,,4.0,,26.0,22,5.0,0.0,4.0,,,,,98.0,2.0,77081.0
3003,2015,7,6,2,7.0,8.0,5.0,7.0,7.0,7.0,6.0,7.0,0.0,,8.0,10.0,,22,5.0,0.0,98.0,,,,,7.0,1.0,7110.0
3003,2015,5,5,5,7.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,0.0,,4.0,,26.0,39,2.0,0.0,1.0,,,,,2.0,1.0,65803.0
3003,2015,7,7,6,9.0,8.0,7.0,8.0,7.0,6.0,8.0,7.0,0.0,,8.0,5.0,,18,2.0,99.0,2.0,,,,,5.0,2.0,21228.0
3003,2015,8,7,6,8.0,7.0,4.0,8.0,7.0,7.0,8.0,8.0,98.0,,8.0,98.0,,31,5.0,0.0,1.0,,,,,4.0,2.0,60601.0
3003,2015,7,4,6,8.0,8.0,7.0,8.0,8.0,7.0,6.0,7.0,0.0,,8.0,98.0,,43,4.0,0.0,1.0,,,,,7.0,1.0,86406.0
3003,2015,9,6,8,8.0,8.0,7.0,8.0,9.0,10.0,8.0,8.0,0.0,,8.0,10.0,,21,2.0,0.0,2.0,,,,,5.0,1.0,10030.0
3003,2015,9,9,8,9.0,10.0,4.0,9.0,9.0,9.0,7.0,8.0,0.0,,8.0,15.0,,72,3.0,0.0,1.0,,,,,2.0,1.0,85339.0
3003,2015,10,1,10,10.0,9.0,1.0,10.0,10.0,1.0,10.0,10.0,0.0,,10.0,15.0,,24,3.0,0.0,1.0,,,,,3.0,1.0,91205.0
3003,2015,6,6,7,7.0,7.0,8.0,7.0,7.0,7.0,7.0,5.0,0.0,,7.0,5.0,,31,4.0,0.0,1.0,,,,,6.0,2.0,92024.0
3003,2015,6,6,6,7.0,8.0,9.0,7.0,6.0,5.0,6.0,6.0,98.0,,6.0,10.0,,28,3.0,0.0,1.0,,,,,2.0,1.0,33063.0
3013,2015,9,9,9,9.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,0.0,,9.0,98.0,,37,5.0,1.0,6.0,,,,,2.0,2.0,34771.0
3013,2015,9,9,9,8.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,5.0,6.0,98.0,,38,2.0,1.0,1.0,,,,,2.0,2.0,6606.0
3013,2015,7,7,7,99.0,99.0,7.0,8.0,8.0,8.0,7.0,8.0,0.0,,6.0,0.0,,50,2.0,0.0,1.0,,,,,99.0,2.0,
3013,2015,4,4,4,4.0,4.0,5.0,6.0,6.0,7.0,3.0,5.0,99.0,,1.0,,101.0,40,4.0,1.0,1.0,,,,,98.0,2.0,10708.0
3013,2015,8,7,6,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,0.0,,6.0,98.0,,25,4.0,0.0,1.0,,,,,6.0,2.0,48640.0
3013,2015,8,8,8,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,0.0,,9.0,101.0,,45,2.0,0.0,1.0,,,,,6.0,2.0,89511.0
3013,2015,8,7,7,8.0,8.0,9.0,8.0,9.0,9.0,7.0,7.0,0.0,,8.0,15.0,,47,4.0,0.0,1.0,,,,,7.0,1.0,6259.0
3013,2015,7,8,9,8.0,9.0,7.0,7.0,9.0,8.0,8.0,8.0,0.0,,8.0,10.0,,25,4.0,0.0,1.0,,,,,2.0,1.0,85207.0
3013,2015,6,7,7,8.0,7.0,7.0,8.0,7.0,7.0,5.0,6.0,0.0,,7.0,10.0,,68,3.0,0.0,1.0,,,,,4.0,1.0,34608.0
3013,2015,10,10,8,98.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,,8.0,98.0,,40,5.0,0.0,1.0,,,,,7.0,2.0,55792.0
3013,2015,6,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,,6.0,99.0,,48,5.0,0.0,1.0,,,,,99.0,1.0,11767.0
3013,2015,7,7,7,7.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,0.0,,8.0,98.0,,27,5.0,0.0,4.0,,,,,7.0,2.0,6877.0
3013,2015,8,8,8,9.0,9.0,8.0,9.0,9.0,9.0,7.0,7.0,0.0,,8.0,1.0,,50,4.0,0.0,1.0,,,,,7.0,1.0,53081.0
3013,2015,6,5,4,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,0.0,,5.0,,1.0,42,5.0,0.0,1.0,,,,,6.0,1.0,92024.0
3013,2015,6,5,5,7.0,7.0,4.0,6.0,7.0,5.0,98.0,6.0,0.0,,4.0,,1.0,22,3.0,0.0,1.0,,,,,1.0,2.0,49006.0
3013,2015,5,5,1,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,0.0,,1.0,,25.0,33,5.0,0.0,1.0,,,,,1.0,2.0,30601.0
3013,2015,6,6,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,,98.0,,,52,3.0,0.0,1.0,,,,,2.0,1.0,53546.0
3013,2015,8,9,9,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,0.0,,10.0,26.0,,45,4.0,0.0,1.0,,,,,7.0,1.0,35673.0
3013,2015,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,,25.0,50,4.0,0.0,1.0,,,,,6.0,1.0,19505.0
3013,2015,4,5,3,5.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,0.0,,5.0,,20.0,52,5.0,0.0,1.0,,,,,6.0,1.0,49922.0
3013,2015,2,2,2,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,0.0,,3.0,,26.0,23,4.0,0.0,1.0,,,,,1.0,2.0,6226.0
3013,2015,8,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,,8.0,98.0,,29,5.0,0.0,4.0,,,,,2.0,1.0,70122.0
3013,2015,9,9,9,10.0,10.0,10.0,9.0,9.0,8.0,9.0,9.0,0.0,,9.0,5.0,,27,3.0,0.0,1.0,,,,,2.0,1.0,79606.0
3013,2015,7,6,7,7.0,7.0,9.0,9.0,9.0,9.0,6.0,7.0,0.0,,7.0,10.0,,28,4.0,0.0,1.0,,,,,99.0,2.0,89135.0
3013,2015,9,8,9,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,0.0,,9.0,98.0,,46,3.0,0.0,1.0,,,,,5.0,1.0,27330.0
3013,2015,6,6,5,6.0,5.0,9.0,5.0,5.0,5.0,5.0,5.0,0.0,,5.0,,25.0,28,3.0,0.0,2.0,,,,,1.0,2.0,89101.0
3013,2015,8,3,8,6.0,7.0,5.0,8.0,9.0,4.0,6.0,8.0,0.0,,7.0,10.0,,32,5.0,0.0,1.0,,,,,7.0,1.0,71111.0
3013,2015,5,5,5,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0.0,,5.0,,26.0,39,3.0,0.0,4.0,,,,,4.0,1.0,89147.0
3013,2015,7,4,6,10.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,0.0,,6.0,10.0,,32,5.0,0.0,1.0,,,,,7.0,2.0,92117.0
3013,2015,8,7,8,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,0.0,,8.0,20.0,,39,3.0,0.0,1.0,,,,,4.0,1.0,42754.0
3013,2015,6,6,6,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,,3.0,,14.0,41,3.0,0.0,4.0,,,,,5.0,2.0,95404.0
3013,2015,9,8,8,9.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,0.0,,9.0,15.0,,20,2.0,0.0,1.0,,,,,4.0,2.0,55350.0
3013,2015,9,9,9,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,0.0,,10.0,2.0,,35,5.0,0.0,1.0,,,,,7.0,2.0,15824.0
3013,2015,7,8,8,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,0.0,,8.0,10.0,,28,5.0,0.0,2.0,,,,,5.0,2.0,70605.0
3013,2015,9,6,9,9.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,0.0,,9.0,15.0,,52,4.0,0.0,1.0,,,,,7.0,1.0,19543.0
3013,2015,9,6,8,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,0.0,,9.0,20.0,,41,5.0,0.0,1.0,,,,,7.0,1.0,98406.0
3013,2015,4,4,5,3.0,6.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0,,10.0,30,4.0,0.0,1.0,,,,,6.0,2.0,50023.0
3013,2015,7,8,8,8.0,9.0,10.0,8.0,8.0,8.0,8.0,8.0,0.0,,98.0,,,56,4.0,0.0,1.0,,,,,7.0,2.0,66207.0
3013,2015,4,5,4,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,0.0,,4.0,,15.0,66,3.0,0.0,1.0,,,,,6.0,2.0,55433.0
3013,2015,8,4,8,10.0,9.0,9.0,8.0,9.0,9.0,6.0,6.0,0.0,,9.0,26.0,,66,3.0,0.0,1.0,,,,,3.0,2.0,7940.0
3013,2015,6,6,6,98.0,98.0,98.0,98.0,6.0,98.0,5.0,5.0,98.0,,6.0,15.0,,25,4.0,1.0,1.0,2.0,3.0,,,3.0,2.0,94127.0
3013,2015,7,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,,7.0,10.0,,50,3.0,0.0,1.0,,,,,1.0,1.0,89101.0
3013,2015,9,8,8,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,0.0,,9.0,26.0,,21,3.0,1.0,1.0,,,,,1.0,2.0,
3013,2015,1,1,1,6.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,0.0,,1.0,,101.0,51,5.0,0.0,1.0,,,,,7.0,2.0,89449.0
3013,2015,9,9,8,9.0,10.0,10.0,9.0,10.0,10.0,8.0,8.0,0.0,,8.0,20.0,,24,4.0,0.0,1.0,,,,,5.0,1.0,11726.0
3013,2015,9,7,8,10.0,10.0,9.0,8.0,8.0,8.0,98.0,98.0,0.0,,98.0,,,41,3.0,0.0,1.0,,,,,2.0,2.0,70461.0
3013,2015,10,9,9,9.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,,10.0,26.0,,61,3.0,0.0,1.0,,,,,3.0,1.0,18428.0
3013,2015,7,5,9,9.0,9.0,9.0,6.0,8.0,9.0,8.0,8.0,0.0,,8.0,20.0,,46,3.0,0.0,1.0,,,,,7.0,1.0,16235.0
3013,2015,8,7,6,8.0,8.0,9.0,7.0,8.0,9.0,7.0,7.0,0.0,,6.0,10.0,,56,5.0,0.0,1.0,,,,,4.0,2.0,80501.0
3013,2015,6,6,5,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,0.0,,6.0,1.0,,49,4.0,0.0,1.0,,,,,6.0,1.0,2896.0
3013,2015,8,4,7,7.0,8.0,10.0,6.0,7.0,7.0,7.0,6.0,0.0,,8.0,1.0,,71,5.0,0.0,1.0,,,,,7.0,2.0,90232.0
3013,2015,7,6,6,7.0,6.0,4.0,7.0,6.0,6.0,6.0,6.0,0.0,,6.0,20.0,,49,5.0,0.0,1.0,,,,,7.0,2.0,63501.0
3013,2015,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,10.0,101.0,,57,5.0,0.0,1.0,,,,,5.0,2.0,37412.0
3013,2015,7,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,,7.0,26.0,,30,5.0,0.0,1.0,,,,,4.0,2.0,98109.0
3013,2015,7,5,4,10.0,9.0,8.0,7.0,6.0,8.0,7.0,7.0,0.0,,98.0,,,48,5.0,0.0,1.0,,,,,5.0,1.0,60527.0
3013,2015,5,7,1,1.0,10.0,1.0,5.0,10.0,1.0,4.0,6.0,0.0,,1.0,,26.0,47,3.0,0.0,1.0,,,,,4.0,1.0,2916.0
3013,2015,6,6,6,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,0.0,,5.0,,0.0,40,4.0,0.0,1.0,,,,,7.0,2.0,98607.0
3013,2015,2,4,1,6.0,9.0,10.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,,101.0,61,4.0,0.0,1.0,,,,,3.0,2.0,32563.0
3013,2015,3,2,2,5.0,4.0,5.0,5.0,3.0,6.0,1.0,1.0,0.0,,98.0,,,32,4.0,0.0,1.0,,,,,99.0,1.0,98856.0
3013,2015,7,8,9,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,0.0,,7.0,26.0,,62,4.0,0.0,1.0,,,,,4.0,1.0,53511.0
3013,2015,7,6,5,7.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,0.0,,8.0,10.0,,76,4.0,0.0,1.0,,,,,6.0,1.0,55901.0
3013,2015,4,4,4,6.0,5.0,6.0,5.0,6.0,5.0,2.0,3.0,0.0,,6.0,26.0,,60,5.0,0.0,1.0,,,,,7.0,1.0,89061.0
3013,2015,7,7,6,8.0,9.0,8.0,7.0,8.0,6.0,7.0,7.0,0.0,,9.0,98.0,,39,4.0,1.0,1.0,,,,,6.0,2.0,92057.0
3013,2015,9,7,8,7.0,8.0,8.0,9.0,9.0,10.0,6.0,8.0,0.0,,8.0,20.0,,58,2.0,0.0,1.0,,,,,5.0,2.0,53149.0
3013,2015,7,4,7,10.0,8.0,7.0,8.0,8.0,8.0,3.0,4.0,0.0,,6.0,10.0,,61,5.0,0.0,1.0,,,,,7.0,2.0,93105.0
3013,2015,6,6,6,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,0.0,,98.0,,,32,4.0,0.0,1.0,,,,,4.0,2.0,45154.0
3013,2015,5,3,3,9.0,3.0,10.0,6.0,2.0,5.0,2.0,8.0,0.0,,3.0,,98.0,67,3.0,0.0,1.0,,,,,7.0,2.0,56468.0
3013,2015,5,5,1,98.0,98.0,98.0,5.0,3.0,3.0,6.0,7.0,0.0,,4.0,,99.0,50,4.0,0.0,1.0,,,,,7.0,2.0,
